"","observation_num","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
"4490",4490,36,"Private",178815,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",8614,0,40,"United-States",">50K"
"4491",4491,30,"Federal-gov",49593,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"4492",4492,66,"Self-emp-inc",249043,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",5556,0,26,"United-States",">50K"
"4493",4493,36,"Federal-gov",186934,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1848,55,"United-States",">50K"
"4494",4494,42,"Private",115511,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
"4495",4495,39,"Private",201410,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1977,45,"Philippines",">50K"
"4496",4496,60,"Self-emp-not-inc",282066,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,45,"United-States",">50K"
"4497",4497,26,"Private",291586,"Bachelors",13,"Never-married","Transport-moving","Own-child","White","Male",0,0,20,"United-States","<=50K"
"4498",4498,24,"Private",142227,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"4499",4499,45,"Local-gov",148254,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"4500",4500,63,"Local-gov",57674,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,48,"United-States","<=50K"
"4501",4501,64,"Private",143110,"Bachelors",13,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"4502",4502,53,"Local-gov",293941,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"4503",4503,33,"Private",140206,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"4504",4504,48,"Local-gov",378221,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"Mexico",">50K"
"4505",4505,52,"Self-emp-not-inc",240013,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States","<=50K"
"4506",4506,39,"Private",150480,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
"4507",4507,40,"Private",175674,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"4508",4508,55,"Local-gov",133201,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
"4509",4509,47,"Private",141511,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"4510",4510,31,"Private",127610,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"United-States",">50K"
"4511",4511,27,"Private",150080,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4512",4512,33,"Private",277455,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4513",4513,72,"Private",225780,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"4514",4514,36,"Private",174938,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",">50K"
"4515",4515,47,"Private",354148,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,48,"United-States",">50K"
"4516",4516,28,"Self-emp-not-inc",190391,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"4517",4517,38,"Private",353263,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"Italy",">50K"
"4518",4518,44,"Private",207578,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
"4519",4519,50,"Local-gov",163998,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,44,"United-States",">50K"
"4520",4520,25,"Private",243786,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
"4521",4521,37,"Private",183800,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"4522",4522,26,"Private",245029,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"4523",4523,44,"Private",344920,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,1617,20,"United-States","<=50K"
"4524",4524,28,"State-gov",155397,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
"4525",4525,39,"Private",280570,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
"4526",4526,36,"Federal-gov",106297,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"4527",4527,31,"Self-emp-not-inc",108468,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"4528",4528,25,"Private",66935,"Bachelors",13,"Never-married","Other-service","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"4529",4529,29,"Private",184806,"Prof-school",15,"Never-married","Prof-specialty","Other-relative","White","Male",0,0,50,"United-States","<=50K"
"4530",4530,36,"Private",659504,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,45,"United-States",">50K"
"4531",4531,27,"Private",96219,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"4532",4532,46,"Self-emp-not-inc",131091,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
"4533",4533,34,"Private",101345,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",">50K"
"4534",4534,63,"Private",213095,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"4535",4535,29,"Federal-gov",59932,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4536",4536,26,"Private",40915,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
"4537",4537,42,"Private",139012,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Taiwan",">50K"
"4538",4538,46,"Local-gov",141944,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,"United-States",">50K"
"4539",4539,26,"Private",152452,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States","<=50K"
"4540",4540,48,"Private",276664,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
"4541",4541,42,"Private",119359,"Prof-school",15,"Married-civ-spouse","Sales","Wife","Amer-Indian-Eskimo","Female",15024,0,40,"South",">50K"
"4542",4542,52,"Private",110748,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"4543",4543,44,"Private",271792,"Bachelors",13,"Married-spouse-absent","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"4544",4544,37,"Private",119098,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"4545",4545,32,"?",30499,"Bachelors",13,"Divorced","?","Unmarried","White","Female",0,0,32,"United-States","<=50K"
"4546",4546,30,"Private",271710,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",7298,0,50,"United-States",">50K"
"4547",4547,42,"Self-emp-not-inc",29962,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States","<=50K"
"4548",4548,45,"Private",168038,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,32,"United-States","<=50K"
"4549",4549,42,"Self-emp-not-inc",79036,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"United-States","<=50K"
"4550",4550,53,"Self-emp-not-inc",33304,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,"United-States",">50K"
"4551",4551,28,"Private",168901,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Taiwan","<=50K"
"4552",4552,58,"Private",142924,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,24,"United-States",">50K"
"4553",4553,41,"Private",324629,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"Yugoslavia","<=50K"
"4554",4554,33,"Private",229732,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States",">50K"
"4555",4555,61,"Local-gov",144723,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,60,"United-States",">50K"
"4556",4556,30,"Private",252752,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
"4557",4557,31,"Private",159123,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"4558",4558,23,"Private",195532,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4559",4559,24,"Private",92609,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,45,"United-States","<=50K"
"4560",4560,80,"Private",86111,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"United-States","<=50K"
"4561",4561,38,"Private",607848,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"4562",4562,90,"Private",311184,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"?","<=50K"
"4563",4563,40,"Private",53727,"Masters",14,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K"
"4564",4564,45,"State-gov",101299,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"4565",4565,42,"Local-gov",175642,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",99999,0,40,"United-States",">50K"
"4566",4566,26,"Private",341353,"Bachelors",13,"Never-married","Other-service","Other-relative","White","Male",0,0,15,"United-States","<=50K"
"4567",4567,38,"Private",39606,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
"4568",4568,49,"Self-emp-not-inc",182752,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,35,"United-States",">50K"
"4569",4569,26,"Private",269060,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4570",4570,42,"Local-gov",100793,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"4571",4571,68,"State-gov",493363,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"United-States","<=50K"
"4572",4572,30,"?",159589,"Masters",14,"Married-civ-spouse","?","Husband","White","Male",0,0,46,"United-States",">50K"
"4573",4573,32,"Private",107218,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
"4574",4574,44,"Local-gov",124692,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
"4575",4575,47,"Private",102569,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
"4576",4576,50,"Private",145333,"Doctorate",16,"Divorced","Prof-specialty","Other-relative","White","Male",10520,0,50,"United-States",">50K"
"4577",4577,29,"Private",206351,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4578",4578,47,"Private",198200,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"4579",4579,74,"Self-emp-not-inc",192413,"Prof-school",15,"Divorced","Prof-specialty","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"4580",4580,32,"Local-gov",161478,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","Asian-Pac-Islander","Female",0,0,46,"United-States","<=50K"
"4581",4581,39,"Private",216149,"Prof-school",15,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,70,"United-States",">50K"
"4582",4582,52,"State-gov",216342,"Bachelors",13,"Widowed","Exec-managerial","Unmarried","White","Female",0,0,55,"United-States","<=50K"
"4583",4583,43,"Private",180303,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,50,"United-States",">50K"
"4584",4584,51,"Local-gov",110327,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"4585",4585,45,"Private",197038,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States",">50K"
"4586",4586,47,"Local-gov",97419,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"4587",4587,39,"Self-emp-inc",222641,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"4588",4588,42,"Local-gov",138077,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,38,"United-States",">50K"
"4589",4589,24,"Private",155913,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,44,"United-States","<=50K"
"4590",4590,45,"Private",36006,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
"4591",4591,47,"Self-emp-inc",181130,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,50,"United-States",">50K"
"4592",4592,69,"?",254834,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",10605,0,10,"United-States",">50K"
"4593",4593,29,"Private",187073,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4594",4594,43,"Federal-gov",156996,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,2415,55,"?",">50K"
"4595",4595,90,"Private",313749,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,10,"United-States","<=50K"
"4596",4596,41,"Private",331651,"Prof-school",15,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"Japan",">50K"
"4597",4597,30,"Private",114691,"Bachelors",13,"Never-married","Adm-clerical","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"4598",4598,46,"Private",99385,"Bachelors",13,"Separated","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"4599",4599,34,"Self-emp-inc",174215,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",4787,0,45,"France",">50K"
"4600",4600,42,"Local-gov",328581,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States","<=50K"
"4601",4601,43,"Private",144778,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"Italy",">50K"
"4602",4602,50,"Self-emp-inc",120781,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,60,"South",">50K"
"4603",4603,61,"Private",298400,"Bachelors",13,"Divorced","Sales","Not-in-family","Black","Male",4787,0,48,"United-States",">50K"
"4604",4604,51,"Federal-gov",163671,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States","<=50K"
"4605",4605,38,"Self-emp-not-inc",140583,"Masters",14,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,70,"United-States","<=50K"
"4606",4606,66,"Self-emp-not-inc",182470,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,25,"United-States",">50K"
"4607",4607,44,"Self-emp-inc",116358,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,50,"?",">50K"
"4608",4608,74,"Private",188709,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,50,"United-States",">50K"
"4609",4609,54,"Private",169719,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",3103,0,40,"United-States",">50K"
"4610",4610,40,"Private",115932,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"Ireland",">50K"
